{1: [14009, 18341]}
{5846: [14240, 7202]}
{5847: [1293, 5693]}
{5848: [12436, 1562]}
{5849: [22809, 149]}
{5850: [11406, 12511]}
{5851: [10190, 190]}
{5852: [20640, 20893]}
{5853: [22751, 4695]}
{5854: [21304, 20363]}
{5855: [6887, 5760]}
{5856: [15824, 16384]}
{5857: [21972, 11306]}
{5858: [6385, 16501]}
{5859: [23089, 1511]}
{5860: [9019, 13241]}
{5861: [5897, 5809]}
{5862: [18357, 22289]}
{5863: [4128, 7817]}
{5864: [9971, 1524]}
{5865: [18996, 17659]}
{5866: [4496, 3762]}
{5867: [13799, 9244]}
{5868: [1427, 10080]}
{5869: [1815, 6232]}
{5870: [7883, 1135]}
{5871: [12739, 11501]}
{5872: [17294, 13628]}
{5873: [432, 18070]}
{5874: [16989, 3763]}
{5875: [21831, 10943]}
{5876: [3228, 9767]}
{5877: [20007, 5372]}
{5878: [234, 7269]}
{5879: [6572, 18113]}
{5880: [18535, 22227]}
{5881: [4517, 8788]}
{5882: [6176, 2647]}
{5883: [6896, 4397]}
{5884: [9761, 2589]}
{5885: [20537, 10563]}
{5886: [20462, 2330]}
{5887: [14074, 12825]}
{5888: [4229, 3961]}
{5889: [4401, 20846]}
{5890: [954, 267]}
{5891: [9850, 23382]}
{5892: [21075, 20945]}
{5893: [6532, 20145]}
{5894: [11056, 11990]}
{5895: [6182, 22441]}
{5896: [19743, 18062]}
{5897: [11000, 21039]}
{5898: [22112, 6713]}
{5899: [6757, 9359]}
{5900: [21445, 4340]}
{5901: [23757, 21311]}
{5902: [22304, 16225]}
{5903: [1299, 18255]}
{5904: [21940, 22107]}
{5905: [13494, 16785]}
{5906: [23318, 23567]}
{5907: [16445, 8979]}
{5908: [3280, 2780]}
{5909: [21260, 14757]}
{5910: [21155, 12357]}
{5911: [1040, 4928]}
{5912: [6519, 9936]}
{5913: [14852, 12042]}
{5914: [23887, 3268]}
{5915: [9625, 23616]}
{5916: [2392, 14631]}
{5917: [12386, 2713]}
{5918: [20048, 62]}
{5919: [20129, 755]}
{5920: [2400, 5643]}
{5921: [3440, 10272]}
{5922: [880, 17819]}
{5923: [2217, 6876]}
{5924: [22359, 12046]}
{5925: [1025, 22647]}
{5926: [13236, 23000]}
{5927: [2309, 22856]}
{5928: [16736, 13241]}
{5929: [12752, 7009]}
{5930: [3668, 22687]}
{5931: [15977, 23171]}
{5932: [9630, 15583]}
{5933: [20073, 20298]}
{5934: [9303, 23792]}
{5935: [23911, 4105]}
{5936: [21695, 17746]}
{5937: [7067, 12310]}
{5938: [12217, 3314]}
{5939: [8407, 8535]}
{5940: [1486, 12013]}
{5941: [6563, 7861]}
{5942: [341, 12394]}
{5943: [5936, 2831]}
{5944: [7979, 6237]}
{5945: [11500, 1068]}
{5946: [22408, 16664]}
{5947: [14357, 11734]}
{5948: [22902, 8335]}
{5949: [4151, 16558]}
{5950: [3514, 11934]}
{5951: [9641, 23271]}
{5952: [520, 2944]}
{5953: [486, 14921]}
{5954: [147, 18071]}
{5955: [10441, 20141]}
{5956: [6877, 7634]}
{5957: [12148, 2331]}
{5958: [22562, 23615]}
{5959: [7985, 2474]}
{5960: [10954, 4670]}
{5961: [3691, 6339]}
{5962: [17094, 23871]}
{5963: [5646, 22108]}
{5964: [22580, 19147]}
{5965: [14817, 20407]}
{5966: [11786, 16607]}
{5967: [2979, 17480]}
{5968: [20963, 9302]}
{5969: [2382, 5559]}
{5970: [20492, 18206]}
{5971: [1109, 15492]}
{5972: [5059, 3248]}
{5973: [8736, 20778]}
{5974: [15667, 17635]}
{5975: [10432, 6460]}
{5976: [14839, 5176]}
{5977: [11870, 11151]}
{5978: [6860, 13089]}
{5979: [7081, 834]}
{5980: [23393, 6600]}
{5981: [13055, 7927]}
{5982: [22541, 7975]}
{5983: [1174, 8400]}
{5984: [6027, 12351]}
{5985: [21871, 23685]}
{5986: [2451, 17730]}
{5987: [70, 16666]}
{5988: [17115, 22268]}
{5989: [22134, 15928]}
{5990: [6102, 14171]}
{5991: [9839, 7915]}
{5992: [4049, 17603]}
{5993: [9424, 17898]}
{5994: [8035, 23676]}
{5995: [3148, 14073]}
{5996: [12463, 22845]}
{5997: [2273, 7126]}
{5998: [5004, 4717]}
{5999: [15538, 19188]}
{6000: [7859, 23884]}
{6001: [14419, 9207]}
{6002: [23857, 22541]}
{6003: [12382, 11321]}
{6004: [20455, 19201]}
{6005: [18758, 2365]}
{6006: [15511, 12233]}
{6007: [4130, 10267]}
{6008: [4679, 1009]}
{6009: [13371, 9560]}
{6010: [6402, 19939]}
{6011: [21595, 17372]}
{6012: [16473, 4450]}
{6013: [772, 3844]}
{6014: [1824, 12048]}
{6015: [8082, 20724]}
{6016: [16030, 6052]}
{6017: [3916, 12580]}
{6018: [9891, 2022]}
{6019: [7732, 3360]}
{6020: [13043, 19319]}
{6021: [14879, 2946]}
{6022: [22900, 18946]}
{6023: [11378, 314]}
{6024: [7826, 13742]}
{6025: [15715, 12260]}
{6026: [10334, 13668]}
{6027: [11199, 17011]}
{6028: [12003, 8723]}
{6029: [414, 410]}
{6030: [14127, 2879]}
{6031: [6360, 12596]}
{6032: [1853, 3496]}
{6033: [3904, 10395]}
{6034: [12023, 9881]}
{6035: [511, 23219]}
{6036: [14354, 22863]}
{6037: [18272, 12740]}
{6038: [5073, 15062]}
{6039: [18109, 14065]}
{6040: [16427, 2149]}
{6041: [12622, 12022]}
{6042: [16779, 10068]}
{6043: [19877, 9106]}
{6044: [14372, 9166]}
{6045: [8054, 13082]}
{6046: [9788, 2566]}
{6047: [17445, 2048]}
{6048: [4539, 13652]}
{6049: [7414, 15021]}
{6050: [6663, 502]}
{6051: [17488, 9045]}
{6052: [4428, 19702]}
{6053: [11080, 2338]}
{6054: [15998, 11860]}
{6055: [18905, 4991]}
{6056: [1419, 2051]}
{6057: [18717, 16977]}
{6058: [20305, 20239]}
{6059: [17349, 13287]}
{6060: [12625, 9261]}
{6061: [20202, 2298]}
{6062: [11625, 5838]}
{6063: [21917, 2753]}
{6064: [8684, 14503]}
{6065: [7068, 7747]}
{6066: [18335, 10069]}
{6067: [2239, 241]}
{6068: [20201, 13253]}
{6069: [17658, 9382]}
{6070: [22672, 13312]}
{6071: [13922, 3804]}
{6072: [4041, 7703]}
{6073: [8301, 16601]}
{6074: [4250, 17404]}
{6075: [2797, 2082]}
{6076: [22507, 13529]}
{6077: [18426, 4783]}
{6078: [791, 11824]}
{6079: [6640, 17842]}
{6080: [77, 3622]}
{6081: [20857, 21257]}
{6082: [23957, 5158]}
{6083: [23427, 12851]}
{6084: [17942, 9272]}
{6085: [7523, 5830]}
{6086: [21601, 11087]}
{6087: [12032, 8925]}
{6088: [2099, 21717]}
{6089: [21187, 21874]}
{6090: [13525, 4161]}
{6091: [13344, 22150]}
{6092: [16111, 17752]}
{6093: [9605, 12894]}
{6094: [2940, 6790]}
{6095: [22094, 20378]}
{6096: [20472, 22449]}
{6097: [3833, 2060]}
{6098: [7467, 4894]}
{6099: [1879, 3051]}
{6100: [2819, 18638]}
{6101: [11187, 1759]}
{6102: [19562, 3841]}
{6103: [4961, 15310]}
{6104: [1823, 17912]}
{6105: [3328, 12457]}
{6106: [17962, 23631]}
{6107: [21477, 8034]}
{6108: [9000, 509]}
{6109: [9210, 826]}
{6110: [15164, 10974]}
{6111: [18175, 11927]}
{6112: [23238, 22992]}
{6113: [18, 15744]}
{6114: [20794, 3431]}
{6115: [23119, 17]}
{6116: [8126, 19004]}
{6117: [4426, 20849]}
{6118: [5452, 16138]}
{6119: [6139, 17828]}
{6120: [6664, 5616]}
{6121: [22253, 14408]}
{6122: [23049, 11733]}
{6123: [1950, 14100]}
{6124: [9899, 20290]}
{6125: [11981, 19452]}
{6126: [20827, 23163]}
{6127: [23488, 1574]}
{6128: [12261, 7155]}
{6129: [10783, 14376]}
{6130: [20108, 15442]}
{6131: [6214, 6838]}
{6132: [13662, 18824]}
{6133: [11761, 9491]}
{6134: [17619, 4784]}
{6135: [9787, 15453]}
{6136: [382, 15802]}
{6137: [11139, 13617]}
{6138: [6921, 13530]}
{6139: [5807, 22230]}
{6140: [11603, 9341]}
{6141: [11850, 12520]}
{6142: [9750, 2039]}
{6143: [7656, 14805]}
{6144: [2700, 5423]}
{6145: [11667, 15402]}
{6146: [15491, 16723]}
{6147: [16778, 23809]}
{6148: [3604, 5445]}
{6149: [2205, 16769]}
{6150: [18161, 19292]}
{6151: [17892, 22823]}
{6152: [8242, 21579]}
{6153: [5135, 1327]}
{6154: [20030, 11948]}
{6155: [20041, 96]}
{6156: [16340, 18658]}
{6157: [2477, 7270]}
{6158: [19347, 819]}
{6159: [9102, 10971]}
{6160: [4554, 22040]}
{6161: [15799, 17665]}
{6162: [4620, 20368]}
{6163: [6003, 14519]}
{6164: [522, 7921]}
{6165: [10411, 21254]}
{6166: [2316, 17988]}
{6167: [5950, 17600]}
{6168: [19459, 22377]}
{6169: [6889, 17645]}
{6170: [11274, 19784]}
{6171: [5270, 1266]}
{6172: [16081, 8751]}
{6173: [21768, 9955]}
{6174: [5086, 15687]}
{6175: [2716, 13514]}
{6176: [20568, 6576]}
{6177: [4752, 14139]}
{6178: [5934, 19717]}
{6179: [2191, 1482]}
{6180: [6568, 23416]}
{6181: [5054, 13542]}
{6182: [7138, 15136]}
{6183: [20517, 4140]}
{6184: [8614, 84]}
{6185: [13391, 23329]}
{6186: [13721, 7972]}
{6187: [23664, 16659]}
{6188: [21832, 17246]}
{6189: [8714, 22798]}
{6190: [10235, 2341]}
{6191: [6953, 10010]}
{6192: [2398, 19033]}
{6193: [14133, 20169]}
{6194: [13674, 522]}
{6195: [9602, 20072]}
{6196: [16050, 7715]}
{6197: [15891, 21924]}
{6198: [5113, 17505]}
{6199: [1397, 2814]}
{6200: [12972, 17483]}
{6201: [19084, 8633]}
{6202: [1716, 23939]}
{6203: [23652, 11547]}
{6204: [6469, 23299]}
{6205: [11652, 229]}
{6206: [11271, 21969]}
{6207: [23763, 2151]}
{6208: [9543, 7083]}
{6209: [1584, 18017]}
{6210: [9783, 6418]}
{6211: [7544, 9404]}
{6212: [9325, 12549]}
{6213: [16328, 17886]}
{6214: [15842, 13135]}
{6215: [5026, 6489]}
{6216: [18968, 5603]}
{6217: [6305, 6916]}
{6218: [16653, 23521]}
{6219: [8861, 3318]}
{6220: [1452, 7575]}
{6221: [5855, 21055]}
{6222: [17686, 21116]}
{6223: [484, 5510]}
{6224: [14653, 7944]}
{6225: [8730, 5576]}
{6226: [3251, 13669]}
{6227: [7679, 8496]}
{6228: [16064, 20799]}
{6229: [10934, 17195]}
{6230: [7512, 18379]}
{6231: [6379, 9519]}
{6232: [20960, 19736]}
{6233: [2649, 10497]}
{6234: [22976, 12849]}
{6235: [1780, 2044]}
{6236: [20786, 9510]}
{6237: [10748, 20223]}
{6238: [16705, 17006]}
{6239: [12175, 12684]}
{6240: [16722, 21475]}
{6241: [20251, 23586]}
{6242: [12466, 22354]}
{6243: [5675, 13479]}
{6244: [3866, 11143]}
{6245: [22577, 22647]}
{6246: [23039, 3688]}
{6247: [20787, 1703]}
{6248: [22332, 3993]}
{6249: [16973, 14867]}
{6250: [22524, 22562]}
{6251: [23849, 20054]}
{6252: [9050, 9362]}
{6253: [21629, 19915]}
{6254: [11793, 4071]}
{6255: [2961, 16615]}
{6256: [16408, 390]}
{6257: [15113, 18969]}
{6258: [819, 21658]}
{6259: [6223, 6031]}
{6260: [3230, 18407]}
{6261: [10648, 20857]}
{6262: [8727, 14365]}
{6263: [5448, 17033]}
{6264: [2506, 1529]}
{6265: [23295, 14273]}
{6266: [2558, 15602]}
{6267: [1480, 21353]}
{6268: [18602, 18705]}
{6269: [16069, 13862]}
{6270: [8251, 16892]}
{6271: [2631, 21106]}
{6272: [17267, 21080]}
{6273: [13509, 14319]}
{6274: [771, 23109]}
{6275: [4001, 22973]}
{6276: [6467, 13536]}
{6277: [19155, 8441]}
{6278: [11928, 15067]}
{6279: [8953, 8743]}
{6280: [11341, 953]}
{6281: [641, 2627]}
{6282: [656, 20443]}
{6283: [14344, 10425]}
{6284: [22491, 15151]}
{6285: [6614, 17408]}
{6286: [9048, 16909]}
{6287: [16210, 4908]}
{6288: [22511, 10907]}
{6289: [14302, 14155]}
{6290: [9619, 23622]}
{6291: [23917, 8338]}
{6292: [14012, 12437]}
{6293: [8043, 15242]}
{6294: [12555, 10849]}
{6295: [3625, 19463]}
{6296: [11447, 15423]}
{6297: [9908, 14186]}
{6298: [6043, 7606]}
{6299: [14979, 13051]}
{6300: [18285, 1023]}
{6301: [12810, 1872]}
{6302: [10455, 21635]}
{6303: [22401, 19248]}
{6304: [5061, 14917]}
{6305: [6087, 22286]}
{6306: [9107, 11687]}
{6307: [8421, 13460]}
{6308: [12744, 11324]}
{6309: [12917, 23849]}
{6310: [8499, 22911]}
{6311: [18430, 19317]}
{6312: [5274, 17023]}
{6313: [13857, 17987]}
{6314: [12242, 3760]}
{6315: [17209, 17601]}
{6316: [1429, 17719]}
{6317: [10319, 17222]}
{6318: [3882, 23899]}
{6319: [16353, 14085]}
{6320: [23056, 16010]}
{6321: [3030, 8717]}
{6322: [102, 22304]}
{6323: [12251, 7817]}
{6324: [8748, 5787]}
{6325: [6717, 10291]}
{6326: [14498, 17459]}
{6327: [12409, 9816]}
{6328: [15220, 6307]}
{6329: [2069, 2914]}
{6330: [6753, 12862]}
{6331: [22135, 21588]}
{6332: [7849, 6496]}
{6333: [16414, 9911]}
{6334: [11577, 15313]}
{6335: [12322, 838]}
{6336: [22014, 22121]}
{6337: [10744, 5594]}
{6338: [18492, 11208]}
{6339: [6464, 19852]}
{6340: [21587, 8483]}
{6341: [17554, 20125]}
{6342: [1847, 15224]}
{6343: [8119, 11243]}
{6344: [3967, 7742]}
{6345: [17475, 14543]}
{6346: [1682, 7769]}
{6347: [16815, 3251]}
{6348: [16307, 7281]}
{6349: [22250, 16939]}
{6350: [13871, 6603]}
{6351: [11803, 9076]}
{6352: [1098, 5174]}
{6353: [22497, 15073]}
{6354: [8139, 5708]}
{6355: [9829, 2339]}
{6356: [8935, 22150]}
{6357: [22828, 5809]}
{6358: [19292, 1169]}
{6359: [10855, 9932]}
{6360: [10180, 10321]}
{6361: [19931, 5950]}
{6362: [11944, 14557]}
{6363: [14508, 2763]}
{6364: [2476, 5505]}
{6365: [1606, 22372]}
{6366: [7534, 17942]}
{6367: [1630, 11899]}
{6368: [18051, 3924]}
{6369: [18461, 8811]}
{6370: [22534, 15992]}
{6371: [3457, 5568]}
{6372: [5585, 18637]}
{6373: [2501, 11043]}
{6374: [5320, 13355]}
{6375: [14459, 22]}
{6376: [4349, 8878]}
{6377: [3880, 11722]}
{6378: [19813, 18593]}
{6379: [22360, 21722]}
{6380: [4375, 11832]}
{6381: [14130, 8498]}
{6382: [15173, 21052]}
{6383: [11332, 2336]}
{6384: [20717, 8964]}
{6385: [22221, 21009]}
{6386: [21446, 5303]}
{6387: [3651, 4381]}
{6388: [13045, 22516]}
{6389: [8900, 15629]}
{6390: [17626, 22181]}
{6391: [13001, 7824]}
{6392: [5347, 20123]}
{6393: [11154, 13696]}
{6394: [17319, 17726]}
{6395: [14295, 10982]}
{6396: [19717, 16004]}
{6397: [12464, 10070]}
{6398: [1153, 21286]}
{6399: [18179, 9979]}
{6400: [20855, 11708]}
{6401: [20843, 19008]}
{6402: [59, 19950]}
{6403: [12901, 23669]}
{6404: [869, 18899]}
{6405: [15971, 73]}
{6406: [7632, 20603]}
{6407: [4207, 4709]}
{6408: [9327, 8281]}
{6409: [6714, 2271]}
{6410: [10098, 8930]}
{6411: [4818, 14941]}
{6412: [21040, 19109]}
{6413: [22867, 20014]}
{6414: [13793, 916]}
{6415: [17290, 16850]}
{6416: [21485, 20783]}
{6417: [19990, 1473]}
{6418: [20588, 21873]}
{6419: [23407, 1145]}
{6420: [19087, 5286]}
{6421: [19744, 6344]}
{6422: [8013, 16041]}
{6423: [8516, 16178]}
{6424: [23035, 11005]}
{6425: [17347, 22833]}
{6426: [105, 1936]}
{6427: [19280, 4690]}
{6428: [18342, 15556]}
{6429: [7169, 18063]}
{6430: [727, 10962]}
{6431: [21359, 21746]}
{6432: [5412, 7714]}
{6433: [11077, 12475]}
{6434: [14512, 2000]}
{6435: [1661, 7542]}
{6436: [5794, 1403]}
{6437: [6507, 19660]}
{6438: [9585, 17866]}
{6439: [4806, 3869]}
{6440: [16266, 6419]}
{6441: [186, 8243]}
{6442: [19139, 21080]}
{6443: [13514, 11584]}
{6444: [21841, 2114]}
{6445: [13992, 6753]}
{6446: [23820, 11521]}
{6447: [16978, 1774]}
{6448: [20524, 4435]}
{6449: [4889, 7118]}
{6450: [16603, 10289]}
{6451: [4732, 12177]}
{6452: [8977, 7236]}
{6453: [12183, 19306]}
{6454: [11828, 21127]}
{6455: [4713, 20935]}
{6456: [7320, 17998]}
{6457: [14999, 11243]}
{6458: [17249, 9249]}
{6459: [16463, 16612]}
{6460: [8460, 11356]}
{6461: [31, 19268]}
{6462: [16467, 23546]}
{6463: [12373, 8558]}
{6464: [21575, 7098]}
{6465: [10765, 5054]}
{6466: [10166, 349]}
{6467: [20521, 20818]}
{6468: [14780, 21679]}
{6469: [5472, 8293]}
{6470: [22072, 6035]}
{6471: [4581, 11853]}
{6472: [20105, 18660]}
{6473: [10808, 9289]}
{6474: [13105, 13980]}
{6475: [7712, 19756]}
{6476: [1332, 15812]}
{6477: [4717, 3943]}
{6478: [22686, 13208]}
{6479: [15146, 459]}
{6480: [3797, 12836]}
{6481: [13252, 9014]}
{6482: [22637, 9704]}
{6483: [4702, 22047]}
{6484: [21669, 23725]}
{6485: [9979, 15047]}
{6486: [16931, 20080]}
{6487: [12981, 16724]}
{6488: [9130, 20896]}
{6489: [10039, 16016]}
{6490: [15692, 5047]}
{6491: [19882, 4311]}
{6492: [8111, 7524]}
{6493: [1741, 7509]}
{6494: [19637, 12673]}
{6495: [20333, 18605]}
{6496: [21421, 4557]}
{6497: [6219, 2930]}
{6498: [3837, 13505]}
{6499: [20800, 5033]}
{6500: [21058, 3757]}
{6501: [6123, 19480]}
{6502: [23159, 23699]}
{6503: [22142, 13442]}
{6504: [22468, 8347]}
{6505: [3865, 23876]}
{6506: [12914, 18955]}
{6507: [21307, 13959]}
{6508: [8636, 738]}
{6509: [3033, 20475]}
{6510: [13073, 13743]}
{6511: [13107, 950]}
{6512: [4252, 9223]}
{6513: [19364, 18160]}
{6514: [15793, 16363]}
{6515: [6322, 10640]}
{6516: [22652, 9747]}
{6517: [23322, 15272]}
{6518: [22957, 15173]}
{6519: [738, 12873]}
{6520: [6002, 6805]}
{6521: [12967, 10289]}
{6522: [3525, 5828]}
{6523: [22576, 20757]}
{6524: [4816, 9467]}
{6525: [4751, 11929]}
{6526: [19206, 2310]}
{6527: [22628, 14106]}
{6528: [8228, 20804]}
{6529: [19861, 6951]}
{6530: [13763, 3981]}
{6531: [6694, 11126]}
{6532: [18307, 18612]}
{6533: [6388, 17899]}
{6534: [17463, 10852]}
{6535: [12170, 18045]}
{6536: [506, 22914]}
{6537: [19644, 14274]}
{6538: [19171, 15413]}
{6539: [10809, 480]}
{6540: [14196, 20686]}
{6541: [517, 22353]}
{6542: [12467, 11438]}
{6543: [11111, 1724]}
{6544: [955, 12669]}
{6545: [11710, 1914]}
{6546: [12345, 14995]}
{6547: [6121, 9972]}
{6548: [18780, 14341]}
{6549: [22955, 519]}
{6550: [7817, 10868]}
{6551: [17841, 21743]}
{6552: [17757, 11925]}
{6553: [17401, 23757]}
{6554: [8133, 6199]}
{6555: [11389, 12115]}
{6556: [10234, 8112]}
{6557: [5747, 16383]}
{6558: [13443, 18290]}
{6559: [482, 3088]}
{6560: [20889, 23542]}
{6561: [14382, 12026]}
{6562: [4614, 4353]}
{6563: [12081, 21531]}
{6564: [3903, 17328]}
{6565: [20716, 3907]}
{6566: [14143, 21085]}
{6567: [7937, 769]}
{6568: [13643, 2339]}
{6569: [17910, 8454]}
{6570: [11648, 10162]}
{6571: [7581, 3155]}
{6572: [6776, 14662]}
{6573: [6521, 3073]}
{6574: [2878, 21585]}
{6575: [5226, 14404]}
{6576: [17485, 2359]}
{6577: [13183, 7527]}
{6578: [19493, 3638]}
{6579: [22057, 17352]}
{6580: [20292, 1278]}
{6581: [14650, 19419]}
{6582: [5325, 20581]}
{6583: [14197, 13244]}
{6584: [1533, 67]}
{6585: [17860, 180]}
{6586: [7192, 16285]}
{6587: [19628, 18094]}
{6588: [14331, 13571]}
{6589: [20020, 4570]}
{6590: [6212, 4653]}
{6591: [23952, 7020]}
{6592: [15925, 709]}
{6593: [14142, 15425]}
{6594: [1400, 2898]}
{6595: [3437, 19929]}
{6596: [15840, 13328]}
{6597: [13261, 14358]}
{6598: [9520, 593]}
{6599: [16698, 2306]}
{6600: [20796, 3287]}
{6601: [23429, 23923]}
{6602: [1917, 15290]}
{6603: [9743, 5816]}
{6604: [2483, 16916]}
{6605: [10654, 4563]}
{6606: [1379, 6079]}
{6607: [8258, 16669]}
{6608: [18827, 16874]}
{6609: [4387, 1008]}
{6610: [9870, 21024]}
{6611: [9887, 15929]}
{6612: [8768, 19493]}
{6613: [12086, 7043]}
{6614: [10426, 2635]}
{6615: [1167, 1950]}
{6616: [9754, 13900]}
{6617: [21861, 18140]}
{6618: [21502, 13855]}
{6619: [10556, 21092]}
{6620: [13987, 19061]}
{6621: [10533, 11785]}
{6622: [10605, 16310]}
{6623: [1234, 6802]}
{6624: [20659, 4561]}
{6625: [9770, 21991]}
{6626: [14944, 19485]}
{6627: [10925, 2078]}
{6628: [5330, 9254]}
{6629: [5118, 21597]}
{6630: [16051, 18822]}
{6631: [20614, 9686]}
{6632: [22274, 14909]}
{6633: [1136, 6144]}
{6634: [1833, 1519]}
{6635: [13862, 21233]}
{6636: [15554, 17438]}
{6637: [2224, 5504]}
{6638: [13812, 9438]}
{6639: [2636, 11392]}
{6640: [9545, 23600]}
{6641: [6526, 13827]}
{6642: [22043, 18801]}
{6643: [18125, 6461]}
{6644: [15266, 18427]}
{6645: [16488, 15162]}
{6646: [20091, 4143]}
{6647: [13447, 18499]}
{6648: [19328, 13536]}
{6649: [19423, 21694]}
{6650: [1636, 20607]}
{6651: [9925, 1132]}
{6652: [521, 9158]}
{6653: [6943, 23540]}
{6654: [15821, 20250]}
{6655: [18074, 15611]}
{6656: [23073, 4648]}
{6657: [21807, 19627]}
{6658: [4564, 16528]}
{6659: [7666, 17689]}
{6660: [16101, 12510]}
{6661: [19318, 23613]}
{6662: [9268, 17381]}
{6663: [9937, 2595]}
{6664: [16291, 2917]}
{6665: [1712, 7919]}
{6666: [6350, 18163]}
{6667: [4208, 16717]}
{6668: [2583, 4947]}
{6669: [5414, 23460]}
{6670: [1799, 2595]}
{6671: [6401, 7108]}
{6672: [19362, 173]}
{6673: [18983, 20331]}
{6674: [19703, 8135]}
{6675: [17530, 18875]}
{6676: [8346, 12363]}
{6677: [14938, 17880]}
{6678: [8737, 3282]}
{6679: [3064, 12090]}
{6680: [10895, 10280]}
{6681: [12286, 1760]}
{6682: [23065, 7971]}
{6683: [10269, 4302]}
{6684: [13465, 6810]}
{6685: [10617, 18292]}
{6686: [1143, 12316]}
{6687: [15230, 8276]}
{6688: [23433, 14622]}
{6689: [23453, 3392]}
{6690: [17332, 20369]}
{6691: [11221, 16218]}
{6692: [11739, 13338]}
{6693: [3763, 20531]}
{6694: [9450, 15446]}
{6695: [20070, 13474]}
{6696: [18929, 2002]}
{6697: [11810, 5166]}
{6698: [5492, 23396]}
{6699: [19653, 11431]}
{6700: [21388, 5386]}
{6701: [16622, 3328]}
{6702: [17128, 22670]}
{6703: [4811, 4559]}
{6704: [13473, 20960]}
{6705: [2493, 19345]}
{6706: [8157, 12185]}
{6707: [1173, 10111]}
{6708: [13651, 18910]}
{6709: [16250, 3508]}
{6710: [196, 11635]}
{6711: [9820, 7448]}
{6712: [9615, 18898]}
{6713: [14294, 13235]}
{6714: [14841, 1866]}
{6715: [10610, 5233]}
{6716: [16257, 7335]}
{6717: [9873, 14236]}
{6718: [6750, 23890]}
{6719: [18681, 2994]}
{6720: [4096, 17297]}
{6721: [22879, 20140]}
{6722: [8047, 19886]}
{6723: [8280, 17610]}
{6724: [6525, 15063]}
{6725: [21781, 12323]}
{6726: [16234, 20242]}
{6727: [14808, 10120]}
{6728: [19849, 5971]}
{6729: [4636, 15229]}
{6730: [22578, 15411]}
{6731: [20672, 6505]}
{6732: [22192, 6503]}
{6733: [21808, 8330]}
{6734: [23425, 10556]}
{6735: [20903, 7759]}
{6736: [20219, 12918]}
{6737: [4378, 21840]}
{6738: [12741, 2403]}
{6739: [19803, 1276]}
{6740: [14000, 3871]}
{6741: [17915, 8682]}
{6742: [18716, 12362]}
{6743: [21339, 5658]}
{6744: [14411, 7232]}
{6745: [19909, 12985]}
{6746: [12984, 9587]}
{6747: [14848, 16045]}
{6748: [10941, 14794]}
{6749: [3925, 19956]}
{6750: [13830, 1647]}
{6751: [4072, 12270]}
{6752: [23791, 1061]}
{6753: [14891, 7100]}
{6754: [1803, 19411]}
{6755: [7720, 5183]}
{6756: [15718, 12726]}
{6757: [1266, 8563]}
{6758: [14785, 3221]}
{6759: [2986, 8916]}
{6760: [23506, 16980]}
{6761: [621, 666]}
{6762: [12525, 4289]}
{6763: [20408, 8911]}
{6764: [15520, 19994]}
{6765: [19937, 21771]}
{6766: [10085, 8493]}
{6767: [17650, 9385]}
{6768: [23350, 697]}
{6769: [10070, 500]}
{6770: [20562, 6205]}
{6771: [18287, 6756]}
{6772: [6321, 18533]}
{6773: [2846, 14744]}
{6774: [22464, 4501]}
{6775: [12389, 5002]}
{6776: [12851, 13665]}
{6777: [10598, 30]}
{6778: [21735, 9561]}
{6779: [2609, 20465]}
{6780: [12531, 22429]}
{6781: [463, 4388]}
{6782: [8060, 16730]}
{6783: [984, 19253]}
{6784: [15708, 14324]}
{6785: [11251, 4878]}
{6786: [23623, 22323]}
{6787: [14767, 3570]}
{6788: [16809, 13380]}
{6789: [14228, 5694]}
{6790: [2405, 19145]}
{6791: [21506, 23767]}
{6792: [21004, 16715]}
{6793: [14694, 3228]}
{6794: [20331, 13803]}
{6795: [9089, 4794]}
{6796: [14806, 10167]}
{6797: [16842, 17424]}
{6798: [18021, 11789]}
{6799: [10708, 18468]}
{6800: [17898, 8681]}
{6801: [21259, 19924]}
{6802: [12224, 8494]}
{6803: [9987, 1576]}
{6804: [22099, 3722]}
{6805: [2251, 22460]}
{6806: [2509, 12886]}
{6807: [16610, 22246]}
{6808: [12347, 7748]}
{6809: [7670, 18209]}
{6810: [17099, 22679]}
{6811: [16767, 2420]}
{6812: [21065, 13748]}
{6813: [9827, 14113]}
{6814: [13232, 13582]}
{6815: [7438, 21751]}
{6816: [12288, 14586]}
{6817: [13731, 4031]}
{6818: [22436, 12491]}
{6819: [5704, 1437]}
{6820: [17997, 18752]}
{6821: [1166, 23891]}
{6822: [2364, 1560]}
{6823: [21153, 4363]}
{6824: [20222, 576]}
{6825: [9060, 18917]}
{6826: [7860, 23517]}
{6827: [9845, 1975]}
{6828: [23922, 15343]}
{6829: [9214, 17350]}
{6830: [7960, 2219]}
{6831: [17481, 1663]}
{6832: [18598, 11839]}
{6833: [19847, 5864]}
{6834: [21267, 2248]}
{6835: [19804, 21063]}
{6836: [14135, 16514]}
{6837: [14033, 5988]}
{6838: [8855, 8729]}
{6839: [20228, 18637]}
{6840: [16484, 6251]}
{6841: [14801, 14305]}
{6842: [9537, 15310]}
{6843: [18953, 187]}
{6844: [21673, 5765]}
{6845: [17963, 20489]}
{6846: [20985, 17498]}
{6847: [3727, 1558]}
{6848: [9215, 3646]}
{6849: [14010, 23220]}
